"question_id","competency","difficulty","question_type","question_text","detailed_answer","eval_point_1","eval_point_2","eval_point_3","sonnet_decision","human_label","human_note"
"GEN_DE_SYSTEM_079","SYSTEM_ARCHITECTURE","HARD","THEORY","Bạn đang làm việc cho một dự án xây dựng data pipeline thời gian thực (real-time stream processing) nhận hàng triệu message mỗi giây từ IoT devices qua Apache Kafka. Pipeline sử dụng Apache Flink chạy trên Kubernetes để xử lý và ghi vào một Distributed Database. Hệ thống thỉnh thoảng gặp hiện tượng nghẽn cổ châu (backpressure) dẫn đến lag dữ liệu nghiêm trọng. Hãy thiết kế một giải pháp kiến trúc hoàn chỉnh từ hạ tầng container (Kubernetes), cấu hình mạng, đến tối ưu hóa ứng dụng để phát hiện, tự động scale-out (hoặc scale-in) và giảm thiểu tối đa hiện tượng backpressure này mà vẫn đảm bảo tính chính xác 'exactly-once'.","Hệ thống cần một giải pháp đa tầng phối hợp chặt chẽ:

1. Phát hiện và Đo lường (Monitoring):
- Sử dụng Prometheus thu thập các metrics đặc thũ từ Flink: `isBackPressured` của các task, `outPoolUsage` và `inPoolUsage` để định vị chính xác toán tử (operator) bị nghẽn.
- Giám sát Kafka Consumer Lag thông qua `kafka_consumergroup_lag` để biết tốc độ xử lý của pipeline có đuổi kịp tốc độ ghi hay không.

2. Tự động Scale (Autoscaling) & Resource Allocation:
- Triển khai Kubernetes HPA (Horizontal Pod Autoscaler) dựa trên Custom Metrics (Kafka Consumer Lag hoặc Flink Backpressure ratio) thay vì chỉ dùng CPU/Memory đơn thuần.
- Sử dụng Flink Reactive Mode hoặc Apache Flink Kubernetes Operator để cho phép Flink tự động điều chỉnh số lượng TaskManagers (scale-out/scale-in) một cách động và phân bổ lại parallelism mà không cần khởi động lại thủ công toàn bộ job.

3. Tối ưu hóa hạ tầng & Mạng (Infrastructure & Networking):
- Sử dụng Local SSDs (NVMe) làm storage cho Flink State Backend (như RocksDB) thông qua Kubernetes Persistent Volumes (PV) chất lượng cao để tránh I/O bottleneck khi thực hiện checkpointing.
- Cấu hình mạng: Sử dụng HostNetwork hoặc tối ưu hóa CNI (như Cilium với eBPF) trong Kubernetes để giảm thiểu tối đa overhead của network virtualization giữa Kafka, Flink TaskManagers, và Database.

4. Đảm bảo Exactly-Once khi Scale:
- Flink sử dụng thuật toán Chandy-Lamport (Chkp Barrier) để lưu state một cách nhất quán. Khi HPA trigger scale-out, Flink Kubernetes Operator sẽ tạo ra một Savepoint, dừng job, cập nhật cấu hình parallelism, sau đó restore lại từ Savepoint đó.
- Để đảm bảo exactly-once từ đầu đến cuối (End-to-End Exactly-Once): Đầu vào (Kafka) phải hỗ trợ replayable offsets, và đầu ra ghi vào Distributed Database phải sử dụng cơ chế Two-Phase Commit (2PC) do Flink tích hợp sẵn, hoặc thiết kế sink ghi dữ liệu có tính idempotent (ví dụ: upsert dựa trên unique key của IoT device và timestamp).","Xác định đúng metrics cụ thể để phát hiện backpressure (Flink task metrics, Kafka lag) và cơ chế autoscaling dựa trên custom metrics thay vì CPU/Memory mặc định.","Đề xuất tối ưu hóa hạ tầng sâu sắc bao gồm I/O (RocksDB State Backend trên SSD) và Network (Cilium CNI, hostNetwork hoặc tuning TCP buffer).","Giải thích được cách thức hoạt động của cơ chế bảo đảm Exactly-Once khi xảy ra hành động scaling (Savepoints/Checkpoints phối hợp với Kafka offset và Two-Phase Commit hoặc Idempotent Sink ở tầng database).","NOT_REVIEWED","PASS",""
"GEN_DA_BI_TOOLS_059","BI_VISUALIZATION","EASY","THEORY","Trình bày sự khác biệt giữa Calculated Column (Cột tính toán) và Measure (Thước đo) trong Power BI. Cho ví dụ thực tế khi nào nên dùng mỗi loại?","Sự khác biệt cốt lõi nằm ở thời điểm tính toán và cách sử dụng bộ nhớ:
1. Calculated Column:
- Thời điểm tính toán: Được tính toán trong quá trình nạp (load) hoặc làm mới (refresh) dữ liệu. Kết quả được lưu trữ trực tiếp vào RAM và ổ cứng dưới dạng một cột vật lý của bảng.
- Context: Hoạt động trong Row Context (Bối cảnh dòng).
- Sử dụng khi: Cần tạo ra các giá trị để làm Slicer (bộ lọc), Row Header trong Table/Matrix, hoặc để phân nhóm dữ liệu (ví dụ: Phân nhóm độ tuổi từ cột Ngày sinh).

2. Measure:
- Thời điểm tính toán: Được tính toán động (on-the-fly) tại thời điểm người dùng tương tác với báo cáo (nhấp chuột, lọc dữ liệu).
- Context: Hoạt động trong Filter Context (Bối cảnh bộ lọc).
- Sử dụng khi: Cần tính toán các chỉ số tổng hợp (aggregation) thay đổi theo tương tác của người dùng (ví dụ: Tổng doanh thu, Doanh thu lũy kế, Tỷ lệ tăng trưởng).","Phân biệt được thời điểm tính toán: Calculated Column tính lúc load dữ liệu (tốn RAM/Storage), Measure tính toán động theo tương tác của người dùng.","Giải thích được sự khác biệt về Context hoạt động: Calculated Column chạy trên Row Context, Measure chạy trên Filter Context.","Đưa ra được ví dụ thực tế chính xác cho từng loại (ví dụ: Dùng Column để tạo nhóm khách hàng, dùng Measure để tính doanh thu trung bình).","NOT_REVIEWED","PASS",""
"GEN_DA_BI_TOOLS_033","BI_VISUALIZATION","EASY","THEORY","Trong Tableau, hãy giải thích sự khác biệt giữa trường màu xanh lá cây (Continuous) và trường màu xanh dương (Discrete). Việc thay đổi một Dimension từ Discrete sang Continuous sẽ ảnh hưởng thế nào đến cách hiển thị biểu đồ?","Trong Tableau, màu sắc của các trường (fields) không đại diện cho Dimension hay Measure mà đại diện cho tính chất Continuous (Liên tục) và Discrete (Rời rạc):
1. Discrete (Xanh dương - Blue):
- Thể hiện các giá trị rời rạc, riêng biệt.
- Khi kéo vào Rows hoặc Columns, Tableau sẽ tạo ra các Header (Nhãn/Tiêu đề cột hoặc dòng).

2. Continuous (Xanh lá - Green):
- Thể hiện các giá trị liên tục, có thứ tự và phạm vi vô hạn.
- Khi kéo vào Rows hoặc Columns, Tableau sẽ tạo ra một Trục số (Axis) liên tục.

3. Khi thay đổi một Dimension từ Discrete sang Continuous:
- Tableau sẽ chuyển từ việc hiển thị các nhãn riêng biệt (Headers) sang một trục số liên tục (Axis).
- Ví dụ: Với trường 'Ngày tháng' (Date), nếu để Discrete, Tableau sẽ hiển thị các cột năm/tháng riêng biệt cắt quãng. Nếu chuyển sang Continuous, Tableau sẽ vẽ một trục thời gian tuyến tính liên tục, rất phù hợp cho biểu đồ đường (Line chart) để thấy xu hướng liền mạch.","Định nghĩa đúng màu xanh dương là Discrete (Rời rạc) tạo ra Header, và màu xanh lá là Continuous (Liên tục) tạo ra Trục (Axis).","Đập tan hiểu lầm phổ biến: khẳng định màu sắc đại diện cho tính liên tục/rời rạc chứ không phải Dimension/Measure.","Mô tả chính xác sự thay đổi hiển thị khi chuyển đổi (ví dụ: trường Date chuyển từ các cột nhãn rời rạc sang trục thời gian liên tục).","NOT_REVIEWED","PASS",""
"GEN_DA_BI_TOOLS_065","BI_VISUALIZATION","MEDIUM","THEORY","Công ty có một báo cáo Tableau hiển thị doanh thu của các sản phẩm. Bạn được yêu cầu tạo một biểu đồ thể hiện tỷ lệ đóng góp doanh thu của từng Sub-Category so với tổng Category của nó. Phép tính này phải hoạt động chính xác ngay cả khi người dùng lọc (filter) bỏ một vài Sub-Category trên màn hình. Bạn sẽ giải quyết bài toán này như thế nào?","Để giải quyết bài toán này, ta không thể sử dụng hàm tính tổng thông thường hay Quick Table Calculation (Percent of Total) thông thường, vì khi người dùng lọc bỏ một Sub-Category, tổng mẫu số sẽ bị thay đổi theo bộ lọc Dimension Filter.

Giải pháp là sử dụng Level of Detail (LOD) Expression, cụ thể là phép tính FIXED hoặc EXCLUDE để 'khóa' mẫu số lại ở cấp độ Category bất kể bộ lọc Sub-Category.

Các bước thực hiện:
1. Tạo một Calculated Field để tính tổng doanh thu của cả Category cha bằng FIXED LOD:
`[Category Sales] = { FIXED [Category] : SUM([Sales]) }`

2. Tạo phép tính tỷ lệ phần trăm đóng góp:
`[Contribution %] = SUM([Sales]) / SUM([Category Sales])`

Giải thích tại sao cách này hoạt động:
Theo thứ tự ưu tiên xử lý của Tableau (Tableau's Order of Operations), Dimension Filters (bộ lọc Sub-Category) được áp dụng sau khi FIXED LOD đã được tính toán. Do đó, giá trị `[Category Sales]` được tính toán cố định trước khi bộ lọc Sub-Category loại bỏ bớt dòng trên giao diện, giúp mẫu số luôn là tổng thực tế của cả Category.","Xác định đúng cần sử dụng Level of Detail (LOD) expression, cụ thể là FIXED (hoặc EXCLUDE) để giải quyết.","Giải thích được nguyên lý dựa trên 'Tableau Order of Operations': FIXED LOD được tính toán trước khi Dimension Filter (bộ lọc Sub-Category) có hiệu lực.","Viết đúng cú pháp logic của công thức Tableau LOD để tính tổng doanh thu theo Category cha.","NOT_REVIEWED","PASS",""
"GEN_DA_BI_TOOLS_096","BI_VISUALIZATION","MEDIUM","THEORY","Công ty có một dashboard Tableau kết nối trực tiếp (Live Connection) với một cơ sở dữ liệu lớn. Người dùng phàn nàn rằng dashboard tải rất chậm mỗi khi họ tương tác hoặc thay đổi các bộ lọc thông thường (Quick Filters). Bạn nghi ngờ nguyên nhân nằm ở cách Tableau xử lý các bộ lọc. Hãy giải thích tại sao việc lạm dụng Quick Filters lại gây chậm hiệu năng và phân tích sự đánh đổi (trade-off) khi bạn chuyển chúng thành Context Filters để tối ưu hóa.","1. Tại sao lạm dụng Quick Filters gây chậm:
- Với Live Connection, mỗi khi một Quick Filter được thay đổi hoặc thậm chí khi load dashboard, Tableau phải gửi các câu lệnh SQL độc lập (queries) đến cơ sở dữ liệu để lấy danh sách các giá trị khả dụng cho từng bộ lọc đó.
- Khi có nhiều Quick Filters hoạt động độc lập, DB nhận hàng loạt truy vấn đồng thời, dẫn đến nghẽn cổ chai (bottleneck) ở phía DB.

2. Cơ chế và Đánh đổi (Trade-off) của Context Filters:
- Cơ chế: Khi đặt một bộ lọc làm Context Filter, Tableau sẽ chạy bộ lọc này trước và tạo ra một bảng dữ liệu tạm thời (Temporary Table) hoặc lưu trữ một tập con dữ liệu trong bộ nhớ (In-memory engine). Tất cả các bộ lọc thông thường khác sau đó sẽ chỉ chạy trên tập con dữ liệu này thay vì toàn bộ DB.
- Ưu điểm: Giảm đáng kể lượng dữ liệu cần quét cho các bộ lọc phía sau, tăng tốc độ phản hồi khi tương tác.
- Đánh đổi (Trade-off):
  + Điểm bất lợi: Tốn thời gian khởi tạo ban đầu. Mỗi lần Context Filter thay đổi, Tableau bắt buộc phải tính toán lại và ghi đè bảng tạm (recreate temporary table), điều này có thể làm chậm trải nghiệm lần đầu của người dùng.
  + Nguyên tắc áp dụng: Chỉ nên dùng Context Filter khi bộ lọc đó giúp giảm đáng kể lượng dữ liệu (khoảng 10-20% trở lên) và giá trị của bộ lọc đó ít bị thay đổi liên tục bởi người dùng.","Giải thích được nguyên nhân sâu xa của việc chậm là do cơ chế gửi nhiều câu lệnh SQL truy vấn danh sách giá trị filter về DB (Live Connection).","Trình bày rõ ràng cách hoạt động của Context Filter (tạo bảng dữ liệu tạm/giới hạn tập dữ liệu trước khi các bộ lọc khác chạy).","Phân tích đúng sự đánh đổi (trade-off) về chi phí khởi tạo/tính toán lại bảng tạm của Context Filter và đưa ra nguyên tắc khi nào nên áp dụng.","NOT_REVIEWED","PASS",""
"GEN_DA_BI_TOOLS_039","BI_VISUALIZATION","HARD","THEORY","Bạn tiếp nhận một báo cáo Power BI có hiệu năng rất chậm khi tải trang. Qua kiểm tra bằng DAX Studio, bạn phát hiện một Measure tính lũy kế doanh thu (Running Total) đang gây nghẽn cổ chai: `RunningTotal = CALCULATE(SUM(Sales[Amount]), FILTER(ALL(Sales[Date]), Sales[Date] <= MAX(Sales[Date])))`. Biết rằng bảng `Sales` có hơn 20 triệu dòng dữ liệu. Hãy phân tích tại sao công thức này chạy chậm và đề xuất phương án tối ưu hóa tối đa về cả mô hình dữ liệu lẫn cú pháp DAX.","Công thức hiện tại chạy chậm cực kỳ vì nó vi phạm các nguyên tắc tối ưu hóa nghiêm trọng trong DAX trên một tập dữ liệu lớn (20M dòng):

1. Phân tích nguyên nhân chậm:
- Quét toàn bộ Fact Table: Hàm `FILTER(ALL(Sales[Date]), ...)` đang quét qua cột Date nằm ngay trên bảng Fact (`Sales`), bắt buộc công cụ VertiPaq quét và lọc trực tiếp trên bảng 20 triệu dòng. 
- Context Transition: Việc lọc trực tiếp trên bảng Fact làm mất đi cơ chế nén cột hiệu quả của Power BI và tốn CPU cho việc đánh giá lại ngữ cảnh lọc trên hàng triệu dòng.
- Không tận dụng được Calendar Dimension Table.

2. Giải pháp tối ưu hóa:

* Bước 1: Mô hình hóa lại dữ liệu (Data Modeling)
- Tạo một bảng Ngày tháng chuẩn độc lập (`'Date'` hoặc `'Calendar'`) và thiết lập mối quan hệ 1-Nhiều (`1-to-Many`) từ `'Date'[Date]` tới `Sales[Date]`.
- Đảm bảo đánh dấu bảng này là 'Mark as Date Table' trong Power BI.

* Bước 2: Tối ưu hóa cú pháp DAX
- Thay vì lọc trên bảng Fact, chúng ta thực hiện lọc trên bảng Dimension `'Date'` vốn có số lượng dòng cực nhỏ (vài nghìn dòng cho nhiều năm).

Công thức tối ưu dùng DAX Time Intelligence:
`RunningTotal_Optimized = CALCULATE(SUM(Sales[Amount]), DATESYTD('Date'[Date]))`
(Hoặc nếu tính lũy kế không giới hạn năm: `CALCULATE(SUM(Sales[Amount]), FILTER(ALL('Date'[Date]), 'Date'[Date] <= MAX('Date'[Date])))`)

* Tại sao tối ưu? 
Bảng `'Date'` chỉ có vài nghìn dòng. Việc thực hiện `FILTER` và `ALL` trên bảng `'Date'` cực kỳ nhanh. Sau đó, công cụ VertiPaq chỉ việc áp dụng bộ lọc đã tính toán này truyền xuống bảng `Sales` thông qua mối quan hệ vật lý (Relationship), tận dụng tối đa cơ chế nén dữ liệu và lưu trữ cột của Power BI.","Chỉ ra được nguyên nhân cốt lõi gây chậm là do quét và lọc trực tiếp trên cột Date của Fact Table (20 triệu dòng) thay vì sử dụng Dimension Table.","Đề xuất giải pháp thiết lập mô hình dữ liệu Star Schema chuẩn với bảng Calendar Dimension (`'Date'`) riêng biệt.","Viết lại công thức DAX tối ưu hóa sử dụng bảng `'Date'` (ví dụ: dùng FILTER(ALL('Date'[Date])) hoặc hàm Time Intelligence như DATESYTD/DATESBETWEEN) và giải thích tại sao hiệu năng tăng lên rõ rệt.","NOT_REVIEWED","PASS",""
"GEN_DA_BI_TOOLS_009","BI_VISUALIZATION","HARD","THEORY","Bạn đang xây dựng một mô hình dữ liệu lớn trong Power BI phục vụ cho việc phân tích tài chính. Mô hình xuất hiện quan hệ nhiều-nhiều (Many-to-Many) giữa bảng 'Account' và bảng 'Transaction' qua một bảng bắc cầu (Bridge table), dẫn đến việc kích hoạt 'Bi-directional cross-filtering' (Lọc hai chiều) để lọc dữ liệu. Thiết kế này đang gây ra vấn đề về hiệu năng và sai lệch số liệu khi tính toán Measure. Hãy phân tích các rủi ro kỹ thuật của cấu hình này và đề xuất giải pháp tối ưu hóa kiến trúc mô hình dữ liệu mà không cần lạm dụng lọc hai chiều.","Sử dụng 'Bi-directional cross-filtering' (Lọc hai chiều) trong mối quan hệ Nhiều - Nhiều (Many-to-Many) là một 'anti-pattern' nguy hiểm trong Power BI.

**1. Rủi ro kỹ thuật:**
- **Hiệu năng suy giảm nghiêm trọng:** Lọc hai chiều buộc công cụ VertiPaq phải quét chéo và duy trì các cấu trúc bảng tạm rất lớn trong bộ nhớ RAM khi người dùng tương tác. Với dữ liệu lớn, điều này gây nghẽn CPU và làm tăng thời gian phản hồi (latency).
- **Ambiguity (Mơ hồ trong mô hình):** Khi có nhiều đường dẫn lọc chéo hoạt động giữa các bảng, Power BI sẽ gặp lỗi mơ hồ trong việc xác định đường đi của bộ lọc, dẫn đến kết quả tính toán bị sai lệch ngoài ý muốn (Active vs Inactive relationships).
- **Lọc không mong muốn (Unexpected filtering):** Bộ lọc từ bảng Fact có thể chảy ngược lại làm hạn chế danh sách hiển thị của bảng Dimension khác không liên quan trực tiếp.

**2. Giải pháp tối ưu hóa:**
- **Giải pháp 1: Chuyển đổi mô hình thành Star Schema thuần túy bằng ETL (Power Query/SQL):** Gom nhóm hoặc gộp các mức phân tích để chuyển quan hệ Many-to-Many về quan hệ 1-Many (One-to-Many) chuẩn. Ví dụ: Tạo ra một bảng Dimension trung gian có các giá trị duy nhất (Unique keys) đại diện cho các tổ hợp tài khoản.
- **Giải pháp 2: Sử dụng DAX kiểm soát hướng lọc cục bộ:** Thay vì bật lọc hai chiều vật lý trong Relationship (luôn bật ở mọi truy vấn), hãy giữ quan hệ 1-Many một chiều (Single direction) và chỉ kích hoạt hướng lọc ngược lại khi thực sự cần thiết trong một số Measure cụ thể bằng cách sử dụng hàm `CROSSFILTER` với tham số `Both`.
`Measure_Optimized = CALCULATE(SUM(Transaction[Amount]), CROSSFILTER(Account[AccountID], Bridge[AccountID], Both))`
- **Giải pháp 3: Sử dụng hàm TREATAS:** Nếu không muốn tạo liên kết vật lý Many-to-Many, có thể dùng `TREATAS` trong DAX để truyền Filter Context một cách ảo hóa giữa hai bảng không có mối quan hệ trực tiếp, giúp tối ưu hóa bộ nhớ và tăng hiệu năng truy vấn.","Phân tích sâu sắc rủi ro của lọc hai chiều (vấn đề hiệu năng VertiPaq, ambiguity, sai lệch logic lọc dữ liệu).","Đề xuất được giải pháp tối ưu hóa ở mức kiến trúc dữ liệu (ETL/Star Schema) thay vì chỉ sửa phần ngọn.","Demonstrate được giải pháp DAX nâng cao (`CROSSFILTER` động hoặc dùng `TREATAS` ảo hóa mối quan hệ) để thay thế lọc hai chiều vật lý.","NOT_REVIEWED","PASS",""
"GEN_DS_DATA_ENG_DS_071","DATA_PREPROCESSING","EASY","THEORY","Trình bày sự khác biệt cơ bản giữa One-Hot Encoding và Label Encoding. Trong trường hợp nào việc sử dụng Label Encoding cho một biến phân loại không có tính thứ tự (nominal variable) có thể gây ra lỗi logic khi huấn luyện mô hình tuyến tính (Linear Regression)?","1. Sự khác biệt cơ bản:
- One-Hot Encoding biến đổi mỗi giá trị phân loại thành một cột nhị phân mới (0 hoặc 1). Số lượng cột mới bằng số lượng giá trị duy nhất (cardinality) của biến đó.
- Label Encoding chuyển đổi mỗi giá trị phân loại thành một số nguyên (ví dụ: 0, 1, 2, 3...).

2. Lỗi logic với mô hình tuyến tính:
Khi gán các số nguyên cho một biến nominal (ví dụ: Đỏ = 1, Xanh = 2, Vàng = 3), thuật toán tuyến tính sẽ giả định có một mối quan hệ thứ tự và khoảng cách giữa các nhãn (ví dụ: Vàng (3) lớn hơn Đỏ (1) và khoảng cách giữa Vàng - Xanh bằng Xanh - Đỏ). Điều này hoàn toàn vô nghĩa về mặt logic thực tế của biến màu sắc, dẫn đến việc mô hình học sai xu hướng và đưa ra dự báo không chính xác.","Phân biệt rõ ràng cơ chế chuyển đổi của One-Hot Encoding (tạo cột nhị phân mới) và Label Encoding (gán số nguyên).","Giải thích được bản chất lỗi logic: Mô hình tuyến tính tự động hiểu số nguyên là quan hệ thứ tự và khoảng cách (ordinal/interval).","Đưa ra ví dụ thực tế minh họa trực quan (như biến màu sắc, quốc gia) chứng minh phép so sánh lớn bé là vô nghĩa.","NOT_REVIEWED","PASS",""
"GEN_DS_DATA_ENG_DS_073","DATA_PREPROCESSING","EASY","THEORY","Khi xử lý dữ liệu bị khuyết thiếu (missing values) bằng phương pháp điền khuyết (imputation), sự khác biệt giữa việc sử dụng Mean (giá trị trung bình) và Median (giá trị trung vị) là gì? Khi nào bạn nên ưu tiên sử dụng Median hơn Mean?","- Mean (Trung bình): Là tổng của tất cả các giá trị chia cho số lượng phần tử. Mean bị ảnh hưởng rất mạnh bởi các giá trị cực đoan (outliers) hoặc dữ liệu có phân phối lệch (skewed distribution).
- Median (Trung vị): Là giá trị nằm ở chính giữa chuỗi dữ liệu đã được sắp xếp. Median cực kỳ bền bỉ (robust) trước các giá trị ngoại lai.
- Khi nào ưu tiên Median: Nên ưu tiên Median khi phân phối dữ liệu không chuẩn (lệch trái hoặc lệch phải rõ rệt) hoặc chứa nhiều giá trị ngoại lai lớn/nhỏ bất thường (ví dụ: dữ liệu về Thu nhập, Giá nhà). Việc dùng Mean trong trường hợp này sẽ kéo lệch giá trị điền khuyết về phía outlier, không phản ánh đúng phân phối chung của dữ liệu thực tế.","Định nghĩa đúng và nêu rõ sự ảnh hưởng của giá trị ngoại lai (outliers) lên Mean và Median.","Xác định được mối liên hệ giữa hình dạng phân phối dữ liệu (skewed distribution) và việc lựa chọn phương pháp.","Chỉ ra trường hợp thực tế cần ưu tiên Median (dữ liệu có phân phối lệch hoặc nhiều nhiễu/outliers).","NOT_REVIEWED","PASS",""
"GEN_DS_DATA_ENG_DS_017","DATA_PREPROCESSING","MEDIUM","THEORY","Công ty có một dự án phân loại khách hàng sử dụng đồng thời hai thuật toán: Gradient Boosting Trees (XGBoost) và Support Vector Machines (SVM). Bạn được giao nhiệm vụ tiền xử lý dữ liệu. Bạn có cần thực hiện Feature Scaling (như Min-Max Scaling hoặc Standardization) cho cả hai thuật toán này không? Hãy giải thích chi tiết tại sao.","Không cần thiết phải scale dữ liệu cho cả hai thuật toán, chỉ bắt buộc đối với SVM.

1. Với XGBoost (và các mô hình dựa trên cây nói chung): Feature Scaling là KHÔNG cần thiết. Cây quyết định phân tách các node dựa trên các ngưỡng giá trị đơn lẻ của từng feature độc lập (ví dụ: Thu nhập > 10 triệu). Việc scale đồng loạt tất cả các biến bằng hàm đơn điệu không làm thay đổi thứ tự tương đối của các điểm dữ liệu, do đó không ảnh hưởng đến vị trí phân tách optimal của cây.

2. Với SVM (và các thuật toán dựa trên khoảng cách hoặc gradient descent): Feature Scaling là BẮT BUỘC. SVM tối ưu hóa lề (margin) bằng cách tối thiểu hóa khoảng cách hình học giữa các điểm dữ liệu. Nếu một feature có scale rất lớn (ví dụ: Thu nhập từ 0 - 1 tỷ) so với một feature có scale nhỏ (ví dụ: Số con từ 0 - 5), feature lớn sẽ hoàn toàn thống trị hàm khoảng cách, khiến SVM bỏ qua thông tin từ feature nhỏ.","Khẳng định chính xác XGBoost không cần scaling, trong khi SVM bắt buộc phải scaling.","Giải thích cơ chế phân tách độc lập từng biến của thuật toán dạng cây (tree-based) để làm rõ tại sao chúng bất biến với scale.","Giải thích cơ chế tính toán khoảng cách (hoặc tối ưu hóa dựa trên gradient) của SVM để chứng minh tại sao sự chênh lệch scale gây sai lệch mô hình.","NOT_REVIEWED","PASS",""
"GEN_DS_DATA_ENG_DS_063","DATA_PREPROCESSING","MEDIUM","THEORY","Bạn đang xây dựng một mô hình phát hiện gian lận thẻ tín dụng (Fraud Detection) với tỷ lệ gian lận cực kỳ thấp (chiếm 0.1% dữ liệu). Bạn quyết định áp dụng kỹ thuật SMOTE (Synthetic Minority Over-sampling Technique) để xử lý mất cân bằng dữ liệu. Hãy giải thích tại sao bạn nên thực hiện SMOTE *sau* khi phân tách dữ liệu (train/test split) thay vì trước đó, và điều gì sẽ xảy ra nếu làm ngược lại?","Trong các bài toán thực tế, việc thực hiện SMOTE (hoặc bất kỳ kỹ thuật lấy mẫu/tiền xử lý dữ liệu nào) phải luôn được thực hiện *sau* khi đã phân tách dữ liệu thành tập train và tập test/validation. 

Nếu bạn áp dụng SMOTE trước khi split:
1. Rò rỉ dữ liệu (Data Leakage): SMOTE tạo ra các điểm dữ liệu tổng hợp dựa trên các điểm lân cận (k-nearest neighbors) của lớp thiểu số. Nếu làm trước khi split, các mẫu nhân tạo này sẽ được tạo ra dựa trên toàn bộ dataset (bao gồm cả phần sau này trở thành tập test). 
2. Overfitting ảo (Optimistic Bias): Khi chia tách train/test sau đó, các mẫu dữ liệu thực tế và các mẫu nhân tạo cực kỳ giống nhau (do được sinh ra từ nhau) sẽ bị phân tán vào cả tập train và tập test. Kết quả là mô hình của bạn sẽ nhận diện cực tốt tập test vì nó đã 'nhìn thấy' thông tin tương tự trong tập train. 
3. Kết quả đánh giá sai lệch: Độ chính xác (Accuracy), F1-score thu được từ tập test sẽ cao một cách bất thường (gần như hoàn hảo), nhưng khi mang mô hình ra deploy trên production với dữ liệu thực tế hoàn toàn mới, performance sẽ sụt giảm nghiêm trọng.","Giải thích rõ ràng khái niệm 'Data Leakage' (rò rỉ dữ liệu) xuất hiện như thế nào khi áp dụng SMOTE trước khi split.","Phân tích được tác hại của việc overfitting ảo khiến chỉ số đánh giá trên tập test không còn khách quan và đáng tin cậy.","Khẳng định quy trình chuẩn: Chỉ fit và apply SMOTE trên tập train; tập test phải được giữ nguyên bản để mô phỏng chính xác dữ liệu thực tế.","NOT_REVIEWED","PASS",""
